Date,Close
5/16/2023 16:00:00,311.74
5/17/2023 16:00:00,314
5/18/2023 16:00:00,318.52
5/19/2023 16:00:00,318.34
5/22/2023 16:00:00,321.18
5/23/2023 16:00:00,315.26
5/24/2023 16:00:00,313.85
5/25/2023 16:00:00,325.92
5/26/2023 16:00:00,332.89
5/30/2023 16:00:00,331.21
5/31/2023 16:00:00,328.39
6/1/2023 16:00:00,332.58
6/2/2023 16:00:00,335.4
6/5/2023 16:00:00,335.94
6/6/2023 16:00:00,333.68
6/7/2023 16:00:00,323.38
6/8/2023 16:00:00,325.26
6/9/2023 16:00:00,326.79
6/12/2023 16:00:00,331.85
6/13/2023 16:00:00,334.29
6/14/2023 16:00:00,337.34
6/15/2023 16:00:00,348.1
6/16/2023 16:00:00,342.33
6/20/2023 16:00:00,338.05
6/21/2023 16:00:00,333.56
6/22/2023 16:00:00,339.71
6/23/2023 16:00:00,335.02
6/26/2023 16:00:00,328.6
6/27/2023 16:00:00,334.57
6/28/2023 16:00:00,335.85
6/29/2023 16:00:00,335.05
6/30/2023 16:00:00,340.54
7/3/2023 13:05:00,337.99
7/5/2023 16:00:00,338.15
7/6/2023 16:00:00,341.27
7/7/2023 16:00:00,337.22
7/10/2023 16:00:00,331.83
7/11/2023 16:00:00,332.47
7/12/2023 16:00:00,337.2
7/13/2023 16:00:00,342.66
7/14/2023 16:00:00,345.24
7/17/2023 16:00:00,345.73
7/18/2023 16:00:00,359.49
7/19/2023 16:00:00,355.08
7/20/2023 16:00:00,346.87
7/21/2023 16:00:00,343.77
7/24/2023 16:00:00,345.11
7/25/2023 16:00:00,350.98
7/26/2023 16:00:00,337.77
7/27/2023 16:00:00,330.72
7/28/2023 16:00:00,338.37
7/31/2023 16:00:00,335.92
8/1/2023 16:00:00,336.34
8/2/2023 16:00:00,327.5
8/3/2023 16:00:00,326.66
8/4/2023 16:00:00,327.78
8/7/2023 16:00:00,330.11
8/8/2023 16:00:00,326.05
8/9/2023 16:00:00,322.23
8/10/2023 16:00:00,322.93
8/11/2023 16:00:00,321.01
8/14/2023 16:00:00,324.04
8/15/2023 16:00:00,321.86
8/16/2023 16:00:00,320.4
8/17/2023 16:00:00,316.88
8/18/2023 16:00:00,316.48
8/21/2023 16:00:00,321.88
8/22/2023 16:00:00,322.46
8/23/2023 16:00:00,327
8/24/2023 16:00:00,319.97
8/25/2023 16:00:00,322.98
8/28/2023 16:00:00,323.7
8/29/2023 16:00:00,328.41
8/30/2023 16:00:00,328.79
8/31/2023 16:00:00,327.76
9/1/2023 16:00:00,328.66
9/5/2023 16:00:00,333.55
9/6/2023 16:00:00,332.88
9/7/2023 16:00:00,329.91
9/8/2023 16:00:00,334.27
9/11/2023 16:00:00,337.94
9/12/2023 16:00:00,331.77
9/13/2023 16:00:00,336.06
9/14/2023 16:00:00,338.7
9/15/2023 16:00:00,330.22
9/18/2023 16:00:00,329.06
9/19/2023 16:00:00,328.65
9/20/2023 16:00:00,320.77
9/21/2023 16:00:00,319.53
9/22/2023 16:00:00,317.01
9/25/2023 16:00:00,317.54
9/26/2023 16:00:00,312.14
9/27/2023 16:00:00,312.79
9/28/2023 16:00:00,313.64
9/29/2023 16:00:00,315.75
10/2/2023 16:00:00,321.8
10/3/2023 16:00:00,313.39
10/4/2023 16:00:00,318.96
10/5/2023 16:00:00,319.36
10/6/2023 16:00:00,327.26
10/9/2023 16:00:00,329.82
10/10/2023 16:00:00,328.39
10/11/2023 16:00:00,332.42
10/12/2023 16:00:00,331.16
10/13/2023 16:00:00,327.73
10/16/2023 16:00:00,332.64
10/17/2023 16:00:00,332.06
10/18/2023 16:00:00,330.11
10/19/2023 16:00:00,331.32
10/20/2023 16:00:00,326.67
10/23/2023 16:00:00,329.32
10/24/2023 16:00:00,330.53
10/25/2023 16:00:00,340.67
10/26/2023 16:00:00,327.89
10/27/2023 16:00:00,329.81
10/30/2023 16:00:00,337.31
10/31/2023 16:00:00,338.11
11/1/2023 16:00:00,346.07
11/2/2023 16:00:00,348.32
11/3/2023 16:00:00,352.8
11/6/2023 16:00:00,356.53
11/7/2023 16:00:00,360.53
11/8/2023 16:00:00,363.2
11/9/2023 16:00:00,360.69
11/10/2023 16:00:00,369.67
11/13/2023 16:00:00,366.68
11/14/2023 16:00:00,370.27
11/15/2023 16:00:00,369.67
11/16/2023 16:00:00,376.17
11/17/2023 16:00:00,369.85
11/20/2023 16:00:00,377.44
11/21/2023 16:00:00,373.07
11/22/2023 16:00:00,377.85
11/24/2023 13:05:00,377.43
11/27/2023 16:00:00,378.61
11/28/2023 16:00:00,382.7
11/29/2023 16:00:00,378.85
11/30/2023 16:00:00,378.91
12/1/2023 16:00:00,374.51
12/4/2023 16:00:00,369.14
12/5/2023 16:00:00,372.52
12/6/2023 16:00:00,368.8
12/7/2023 16:00:00,370.95
12/8/2023 16:00:00,374.23
12/11/2023 16:00:00,371.3
12/12/2023 16:00:00,374.38
12/13/2023 16:00:00,374.37
12/14/2023 16:00:00,365.93
12/15/2023 16:00:00,370.73
12/18/2023 16:00:00,372.65
12/19/2023 16:00:00,373.26
12/20/2023 16:00:00,370.62
12/21/2023 16:00:00,373.54
12/22/2023 16:00:00,374.58
12/26/2023 16:00:00,374.66
12/27/2023 16:00:00,374.07
12/28/2023 16:00:00,375.28
12/29/2023 16:00:00,376.04
1/2/2024 16:00:00,370.87
1/3/2024 16:00:00,370.6
1/4/2024 16:00:00,367.94
1/5/2024 16:00:00,367.75
1/8/2024 16:00:00,374.69
1/9/2024 16:00:00,375.79
1/10/2024 16:00:00,382.77
1/11/2024 16:00:00,384.63
1/12/2024 16:00:00,388.47
1/16/2024 16:00:00,390.27
1/17/2024 16:00:00,389.47
1/18/2024 16:00:00,393.87
1/19/2024 16:00:00,398.67
1/22/2024 16:00:00,396.51
1/23/2024 16:00:00,398.9
1/24/2024 16:00:00,402.56
1/25/2024 16:00:00,404.87
1/26/2024 16:00:00,403.93
1/29/2024 16:00:00,409.72
1/30/2024 16:00:00,408.59
1/31/2024 16:00:00,397.58
2/1/2024 16:00:00,403.78
2/2/2024 16:00:00,411.22
2/5/2024 16:00:00,405.65
2/6/2024 16:00:00,405.49
2/7/2024 16:00:00,414.05
2/8/2024 16:00:00,414.11
2/9/2024 16:00:00,420.55
2/12/2024 16:00:00,415.26
2/13/2024 16:00:00,406.32
2/14/2024 16:00:00,409.49
2/15/2024 16:00:00,406.56
2/16/2024 16:00:00,404.06
2/20/2024 16:00:00,402.79
2/21/2024 16:00:00,402.18
2/22/2024 16:00:00,411.65
2/23/2024 16:00:00,410.34
2/26/2024 16:00:00,407.54
2/27/2024 16:00:00,407.48
2/28/2024 16:00:00,407.72
2/29/2024 16:00:00,413.64
3/1/2024 16:00:00,415.5
3/4/2024 16:00:00,414.92
3/5/2024 16:00:00,402.65
3/6/2024 16:00:00,402.09
3/7/2024 16:00:00,409.14
3/8/2024 16:00:00,406.22
3/11/2024 16:00:00,404.52
3/12/2024 16:00:00,415.28
3/13/2024 16:00:00,415.1
3/14/2024 16:00:00,425.22
3/15/2024 16:00:00,416.42
3/18/2024 16:00:00,417.32
3/19/2024 16:00:00,421.41
3/20/2024 16:00:00,425.23
3/21/2024 16:00:00,429.37
3/22/2024 16:00:00,428.74
3/25/2024 16:00:00,422.86
3/26/2024 16:00:00,421.65
3/27/2024 16:00:00,421.43
3/28/2024 16:00:00,420.72
4/1/2024 16:00:00,424.57
4/2/2024 16:00:00,421.44
4/3/2024 16:00:00,420.45
4/4/2024 16:00:00,417.88
4/5/2024 16:00:00,425.52
4/8/2024 16:00:00,424.59
4/9/2024 16:00:00,426.28
4/10/2024 16:00:00,423.26
4/11/2024 16:00:00,427.93
4/12/2024 16:00:00,421.9
4/15/2024 16:00:00,413.64
4/16/2024 16:00:00,414.58
4/17/2024 16:00:00,411.84
4/18/2024 16:00:00,404.27
4/19/2024 16:00:00,399.12
4/22/2024 16:00:00,400.96
4/23/2024 16:00:00,407.57
4/24/2024 16:00:00,409.06
4/25/2024 16:00:00,399.04
4/26/2024 16:00:00,406.32
4/29/2024 16:00:00,402.25
4/30/2024 16:00:00,389.33
5/1/2024 16:00:00,394.94
5/2/2024 16:00:00,397.84
5/3/2024 16:00:00,406.66
5/6/2024 16:00:00,413.54
5/7/2024 16:00:00,409.34
5/8/2024 16:00:00,410.54
5/9/2024 16:00:00,412.32
5/10/2024 16:00:00,414.74
5/13/2024 16:00:00,413.72
5/14/2024 16:00:00,416.56
5/15/2024 16:00:00,423.08
5/16/2024 16:00:00,420.99
5/17/2024 16:00:00,420.21
5/20/2024 16:00:00,425.34
5/21/2024 16:00:00,429.04
5/22/2024 16:00:00,430.52
5/23/2024 16:00:00,427
5/24/2024 16:00:00,430.16
5/28/2024 16:00:00,430.32
5/29/2024 16:00:00,429.17
5/30/2024 16:00:00,414.67
5/31/2024 16:00:00,415.13
6/3/2024 16:00:00,413.52
6/4/2024 16:00:00,416.07
6/5/2024 16:00:00,424.01
6/6/2024 16:00:00,424.52
6/7/2024 16:00:00,423.85
6/10/2024 16:00:00,427.87
6/11/2024 16:00:00,432.68
6/12/2024 16:00:00,441.06
6/13/2024 16:00:00,441.58
6/14/2024 16:00:00,442.57
6/17/2024 16:00:00,448.37
6/18/2024 16:00:00,446.34
6/20/2024 16:00:00,445.7
6/21/2024 16:00:00,449.78
6/24/2024 16:00:00,447.67
6/25/2024 16:00:00,450.95
6/26/2024 16:00:00,452.16
6/27/2024 16:00:00,452.85
6/28/2024 16:00:00,446.95
7/1/2024 16:00:00,456.73
7/2/2024 16:00:00,459.28
7/3/2024 13:05:00,460.77
7/5/2024 16:00:00,467.56
7/8/2024 16:00:00,466.24
7/9/2024 16:00:00,459.54
7/10/2024 16:00:00,466.25
7/11/2024 16:00:00,454.7
7/12/2024 16:00:00,453.55
7/15/2024 16:00:00,453.96
7/16/2024 16:00:00,449.52
7/17/2024 16:00:00,443.52
7/18/2024 16:00:00,440.37
7/19/2024 16:00:00,437.11
7/22/2024 16:00:00,442.94
7/23/2024 16:00:00,444.85
7/24/2024 16:00:00,428.9
7/25/2024 16:00:00,418.4
7/26/2024 16:00:00,425.27
7/29/2024 16:00:00,426.73
7/30/2024 16:00:00,422.92
7/31/2024 16:00:00,418.35
8/1/2024 16:00:00,417.11
8/2/2024 16:00:00,408.49
8/5/2024 16:00:00,395.15
8/6/2024 16:00:00,399.61
8/7/2024 16:00:00,398.43
8/8/2024 16:00:00,402.69
8/9/2024 16:00:00,406.02
8/12/2024 16:00:00,406.81
8/13/2024 16:00:00,414.01
8/14/2024 16:00:00,416.86
8/15/2024 16:00:00,421.03
8/16/2024 16:00:00,418.47
8/19/2024 16:00:00,421.53
8/20/2024 16:00:00,424.8
8/21/2024 16:00:00,424.14
8/22/2024 16:00:00,415.55
8/23/2024 16:00:00,416.79
8/26/2024 16:00:00,413.49
8/27/2024 16:00:00,413.84
8/28/2024 16:00:00,410.6
8/29/2024 16:00:00,413.12
8/30/2024 16:00:00,417.14
9/3/2024 16:00:00,409.44
9/4/2024 16:00:00,408.9
9/5/2024 16:00:00,408.39
9/6/2024 16:00:00,401.7
9/9/2024 16:00:00,405.72
9/10/2024 16:00:00,414.2
9/11/2024 16:00:00,423.04
9/12/2024 16:00:00,427
9/13/2024 16:00:00,430.59
9/16/2024 16:00:00,431.34
9/17/2024 16:00:00,435.15
9/18/2024 16:00:00,430.81
9/19/2024 16:00:00,438.69
9/20/2024 16:00:00,435.27
9/23/2024 16:00:00,433.51
9/24/2024 16:00:00,429.17
9/25/2024 16:00:00,432.11
9/26/2024 16:00:00,431.31
9/27/2024 16:00:00,428.02
9/30/2024 16:00:00,430.3
10/1/2024 16:00:00,420.69
10/2/2024 16:00:00,417.13
10/3/2024 16:00:00,416.54
10/4/2024 16:00:00,416.06
10/7/2024 16:00:00,409.54
10/8/2024 16:00:00,414.71
10/9/2024 16:00:00,417.46
10/10/2024 16:00:00,415.84
10/11/2024 16:00:00,416.32
10/14/2024 16:00:00,419.14
10/15/2024 16:00:00,418.74
10/16/2024 16:00:00,416.12
10/17/2024 16:00:00,416.72
10/18/2024 16:00:00,418.16
10/21/2024 16:00:00,418.78
10/22/2024 16:00:00,427.51
10/23/2024 16:00:00,424.6
10/24/2024 16:00:00,424.73
10/25/2024 16:00:00,428.15
10/28/2024 16:00:00,426.59
10/29/2024 16:00:00,431.95
10/30/2024 16:00:00,432.53
10/31/2024 16:00:00,406.35
11/1/2024 16:00:00,410.37
11/4/2024 16:00:00,408.46
11/5/2024 16:00:00,411.46
11/6/2024 16:00:00,420.18
11/7/2024 16:00:00,425.43
11/8/2024 16:00:00,422.54
11/11/2024 16:00:00,418.01
11/12/2024 16:00:00,423.03
11/13/2024 16:00:00,425.2
11/14/2024 16:00:00,426.89
11/15/2024 16:00:00,415
11/18/2024 16:00:00,415.76
11/19/2024 16:00:00,417.79
11/20/2024 16:00:00,415.49
11/21/2024 16:00:00,412.87
11/22/2024 16:00:00,417
11/25/2024 16:00:00,418.79
11/26/2024 16:00:00,427.99
11/27/2024 16:00:00,422.99
11/29/2024 13:05:00,423.46
12/2/2024 16:00:00,430.98
12/3/2024 16:00:00,431.2
12/4/2024 16:00:00,437.42
12/5/2024 16:00:00,442.62
12/6/2024 16:00:00,443.57
12/9/2024 16:00:00,446.02
12/10/2024 16:00:00,443.33
12/11/2024 16:00:00,448.99
12/12/2024 16:00:00,449.56
12/13/2024 16:00:00,447.27
12/16/2024 16:00:00,451.59
12/17/2024 16:00:00,454.46
12/18/2024 16:00:00,437.39
12/19/2024 16:00:00,437.03
12/20/2024 16:00:00,436.6
12/23/2024 16:00:00,435.25
12/24/2024 13:05:00,439.33
12/26/2024 16:00:00,438.11
12/27/2024 16:00:00,430.53
12/30/2024 16:00:00,424.83
12/31/2024 16:00:00,421.5
1/2/2025 16:00:00,418.58
1/3/2025 16:00:00,423.35
1/6/2025 16:00:00,427.85
1/7/2025 16:00:00,422.37
1/8/2025 16:00:00,424.56
1/10/2025 16:00:00,418.95
1/13/2025 16:00:00,417.19
1/14/2025 16:00:00,415.67
1/15/2025 16:00:00,426.31
1/16/2025 16:00:00,424.58
1/17/2025 16:00:00,429.03
1/21/2025 16:00:00,428.5
1/22/2025 16:00:00,446.2
1/23/2025 16:00:00,446.71
1/24/2025 16:00:00,444.06
1/27/2025 16:00:00,434.56
1/28/2025 16:00:00,447.2
1/29/2025 16:00:00,442.33
1/30/2025 16:00:00,414.99
1/31/2025 16:00:00,415.06
2/3/2025 16:00:00,410.92
2/4/2025 16:00:00,412.37
2/5/2025 16:00:00,413.29
2/6/2025 16:00:00,415.82
2/7/2025 16:00:00,409.75
2/10/2025 16:00:00,412.22
2/11/2025 16:00:00,411.44
2/12/2025 16:00:00,409.04
2/13/2025 16:00:00,410.54
2/14/2025 16:00:00,408.43
2/18/2025 16:00:00,409.64
2/19/2025 16:00:00,414.77
2/20/2025 16:00:00,416.13
2/21/2025 16:00:00,408.21
2/24/2025 16:00:00,404
2/25/2025 16:00:00,397.9
2/26/2025 16:00:00,399.73
2/27/2025 16:00:00,392.53
2/28/2025 16:00:00,396.99
3/3/2025 16:00:00,388.49
3/4/2025 16:00:00,388.61
3/5/2025 16:00:00,401.02
3/6/2025 16:00:00,396.89
3/7/2025 16:00:00,393.31
3/10/2025 16:00:00,380.16
3/11/2025 16:00:00,380.45
3/12/2025 16:00:00,383.27
3/13/2025 16:00:00,378.77
3/14/2025 16:00:00,388.56
3/17/2025 16:00:00,388.7
3/18/2025 16:00:00,383.52
3/19/2025 16:00:00,387.82
3/20/2025 16:00:00,386.84
3/21/2025 16:00:00,391.26
3/24/2025 16:00:00,393.08
3/25/2025 16:00:00,395.16
3/26/2025 16:00:00,389.97
3/27/2025 16:00:00,390.58
3/28/2025 16:00:00,378.8
3/31/2025 16:00:00,375.39
4/1/2025 16:00:00,382.19
4/2/2025 16:00:00,382.14
4/3/2025 16:00:00,373.11
4/4/2025 16:00:00,359.84
4/7/2025 16:00:00,357.86
4/8/2025 16:00:00,354.56
4/9/2025 16:00:00,390.49
4/10/2025 16:00:00,381.35
4/11/2025 16:00:00,388.45
4/14/2025 16:00:00,387.81
4/15/2025 16:00:00,385.73
4/16/2025 16:00:00,371.61
4/17/2025 16:00:00,367.78
4/21/2025 16:00:00,359.12
4/22/2025 16:00:00,366.82
4/23/2025 16:00:00,374.39
4/24/2025 16:00:00,387.3
4/25/2025 16:00:00,391.85
4/28/2025 16:00:00,391.16
4/29/2025 16:00:00,394.04
4/30/2025 16:00:00,395.26
5/1/2025 16:00:00,425.4
5/2/2025 16:00:00,435.28
5/5/2025 16:00:00,436.17
5/6/2025 16:00:00,433.31
5/7/2025 16:00:00,433.35
5/8/2025 16:00:00,438.17
5/9/2025 16:00:00,438.73
5/12/2025 16:00:00,449.26
5/13/2025 16:00:00,449.14
5/14/2025 16:00:00,452.94
5/15/2025 16:00:00,453.13
5/16/2025 16:00:00,454.27
5/19/2025 16:00:00,458.87
5/20/2025 16:00:00,458.17
5/21/2025 16:00:00,452.57
5/22/2025 16:00:00,454.86
5/23/2025 16:00:00,450.18
5/27/2025 16:00:00,460.69
5/28/2025 16:00:00,457.36
5/29/2025 16:00:00,458.68
5/30/2025 16:00:00,460.36
6/2/2025 16:00:00,461.97
6/3/2025 16:00:00,462.97
6/4/2025 16:00:00,463.87
6/5/2025 16:00:00,467.68
6/6/2025 16:00:00,470.38
6/9/2025 16:00:00,472.75
6/10/2025 16:00:00,470.92
6/11/2025 16:00:00,472.62
6/12/2025 16:00:00,478.87
6/13/2025 16:00:00,474.96
6/16/2025 16:00:00,479.14
6/17/2025 16:00:00,478.04
6/18/2025 16:00:00,480.24
6/20/2025 16:00:00,477.4
6/23/2025 16:00:00,486
6/24/2025 16:00:00,490.11
6/25/2025 16:00:00,492.27
6/26/2025 16:00:00,497.45
6/27/2025 16:00:00,495.94
6/30/2025 16:00:00,497.41
7/1/2025 16:00:00,492.05
7/2/2025 16:00:00,491.09
7/3/2025 13:05:00,498.84
7/7/2025 16:00:00,497.72
7/8/2025 16:00:00,496.62
7/9/2025 16:00:00,503.51
7/10/2025 16:00:00,501.48
7/11/2025 16:00:00,503.32
7/14/2025 16:00:00,503.02
7/15/2025 16:00:00,505.82
7/16/2025 16:00:00,505.62
7/17/2025 16:00:00,511.7
7/18/2025 16:00:00,510.05
7/21/2025 16:00:00,510.06
7/22/2025 16:00:00,505.27
7/23/2025 16:00:00,505.87
7/24/2025 16:00:00,510.88
7/25/2025 16:00:00,513.71
7/28/2025 16:00:00,512.5
7/29/2025 16:00:00,512.57
7/30/2025 16:00:00,513.24
7/31/2025 16:00:00,533.5
8/1/2025 16:00:00,524.11
8/4/2025 16:00:00,535.64
8/5/2025 16:00:00,527.75
8/6/2025 16:00:00,524.94
8/7/2025 16:00:00,520.84
8/8/2025 16:00:00,522.04
8/11/2025 16:00:00,521.77
8/12/2025 16:00:00,529.24
8/13/2025 16:00:00,520.58
8/14/2025 16:00:00,522.48
8/15/2025 16:00:00,520.17
8/18/2025 16:00:00,517.1
8/19/2025 16:00:00,509.77
8/20/2025 16:00:00,505.72
8/21/2025 16:00:00,504.24
8/22/2025 16:00:00,507.23
8/25/2025 16:00:00,504.26
8/26/2025 16:00:00,502.04
8/27/2025 16:00:00,506.74
8/28/2025 16:00:00,509.64
8/29/2025 16:00:00,506.69
9/2/2025 16:00:00,505.12
9/3/2025 16:00:00,505.35
9/4/2025 16:00:00,507.97
9/5/2025 16:00:00,495
9/8/2025 16:00:00,498.2
9/9/2025 16:00:00,498.41
9/10/2025 16:00:00,500.37
9/11/2025 16:00:00,501.01
9/12/2025 16:00:00,509.9
9/15/2025 16:00:00,515.36
9/16/2025 16:00:00,509.04
